1	-88
2	-88
3	-88
4	-88
5	-89
6	-89
7	-88
8	-90
9	-90
10	-89
11	-89
12	-91
13	-91
14	-90
15	-90
16	-88
17	-88
18	-88
19	-88
20	-89
21	-88
22	-88
23	-88
24	-91
25	-89
26	-89
27	-90
28	-90
29	-90
30	-89
31	-89
32	-90
33	-90
34	-90
35	-90
36	-90
37	-89
38	-90
39	-90
40	-89
41	-89
42	-89
43	-89
44	-89
45	-89
46	-90
47	-90
48	-89
49	-89
50	-90
51	-91
52	-90
53	-90
54	-91
55	-91
56	-89
57	-89
58	-89
59	-89
60	-89
61	-89
62	-89
63	-88
64	-88
65	-88
66	-89
67	-89
68	-89
69	-89
70	-89
71	-88
72	-90
73	-90
74	-89
75	-90
76	-89
77	-90
78	-91
79	-90
80	-89
81	-89
82	-89
83	-89
84	-89
85	-88
86	-89
87	-89
88	-90
89	-90
90	-90
91	-90
92	-89
93	-89
94	-89
95	-90
96	-91
97	-91
98	-91
99	-91
100	-91
