1	-72
2	-72
3	-70
4	-72
5	-72
6	-72
7	-73
8	-73
9	-73
10	-73
11	-73
12	-72
13	-73
14	-73
15	-71
16	-71
17	-71
18	-72
19	-72
20	-73
21	-73
22	-73
23	-74
24	-74
25	-74
26	-72
27	-72
28	-73
29	-74
30	-74
31	-74
32	-74
33	-73
34	-73
35	-74
36	-75
37	-73
38	-74
39	-72
40	-72
41	-72
42	-72
43	-74
44	-72
45	-73
46	-71
47	-73
48	-73
49	-73
50	-73
51	-74
52	-73
53	-73
54	-73
55	-72
56	-72
57	-72
58	-72
59	-72
60	-72
61	-72
62	-72
63	-72
64	-72
65	-72
66	-72
67	-72
68	-72
69	-72
70	-73
71	-74
72	-74
73	-74
74	-74
75	-74
76	-74
77	-75
78	-74
79	-72
80	-73
81	-72
82	-72
83	-72
84	-72
85	-73
86	-72
87	-73
88	-74
89	-74
90	-74
91	-74
92	-73
93	-74
94	-74
95	-74
96	-74
97	-74
98	-74
99	-74
100	-74
