1	-78
2	-78
3	-79
4	-77
5	-77
6	-77
7	-77
8	-78
9	-79
10	-79
11	-80
12	-80
13	-79
14	-79
15	-79
16	-80
17	-78
18	-78
19	-78
20	-78
21	-79
22	-78
23	-78
24	-78
25	-79
26	-80
27	-80
28	-79
29	-79
30	-79
31	-80
32	-79
33	-80
34	-81
35	-79
36	-79
37	-80
38	-79
39	-80
40	-80
41	-78
42	-79
43	-78
44	-78
45	-78
46	-78
47	-79
48	-78
49	-80
50	-80
51	-80
52	-80
53	-81
54	-80
55	-80
56	-80
57	-78
58	-78
59	-78
60	-79
61	-78
62	-79
63	-78
64	-78
65	-78
66	-78
67	-78
68	-78
69	-77
70	-78
71	-78
72	-78
73	-81
74	-80
75	-80
76	-81
77	-81
78	-81
79	-81
80	-81
81	-79
82	-79
83	-78
84	-78
85	-78
86	-78
87	-78
88	-78
89	-80
90	-80
91	-80
92	-80
93	-80
94	-79
95	-80
96	-80
97	-81
98	-81
99	-80
100	-80
