1	-78
2	-78
3	-78
4	-79
5	-79
6	-78
7	-78
8	-78
9	-80
10	-79
11	-79
12	-78
13	-80
14	-80
15	-79
16	-79
17	-78
18	-78
19	-78
20	-78
21	-78
22	-79
23	-78
24	-78
25	-80
26	-80
27	-79
28	-79
29	-79
30	-80
31	-78
32	-79
33	-80
34	-80
35	-80
36	-80
37	-79
38	-79
39	-80
40	-80
41	-79
42	-79
43	-79
44	-78
45	-79
46	-78
47	-78
48	-78
49	-79
50	-79
51	-80
52	-80
53	-79
54	-80
55	-80
56	-80
57	-78
58	-78
59	-79
60	-79
61	-79
62	-79
63	-78
64	-78
65	-78
66	-78
67	-79
68	-78
69	-79
70	-78
71	-78
72	-78
73	-79
74	-79
75	-79
76	-80
77	-80
78	-79
79	-80
80	-80
81	-79
82	-79
83	-78
84	-78
85	-78
86	-79
87	-78
88	-78
89	-79
90	-79
91	-80
92	-80
93	-80
94	-79
95	-80
96	-80
97	-80
98	-80
99	-80
100	-80
