1	-92
2	-91
3	-92
4	-91
5	-92
6	-91
7	-91
8	-91
9	-91
10	-91
11	-92
12	-92
13	-92
14	-93
15	-92
16	-92
17	-90
18	-90
19	-90
20	-91
21	-90
22	-90
23	-91
24	-92
25	-93
26	-93
27	-91
28	-92
29	-93
30	-92
31	-92
32	-91
33	-92
34	-93
35	-93
36	-93
37	-92
38	-92
39	-92
40	-92
41	-91
42	-91
43	-91
44	-91
45	-91
46	-91
47	-91
48	-91
49	-92
50	-92
51	-92
52	-92
53	-92
54	-92
55	-93
56	-93
57	-91
58	-91
59	-91
60	-91
61	-91
62	-91
63	-91
64	-91
65	-91
66	-91
67	-91
68	-91
69	-91
70	-90
71	-90
72	-90
73	-91
74	-91
75	-92
76	-92
77	-91
78	-92
79	-92
80	-93
81	-91
82	-91
83	-91
84	-91
85	-91
86	-91
87	-91
88	-91
89	-92
90	-92
91	-92
92	-92
93	-91
94	-90
95	-91
96	-91
97	-92
98	-92
99	-92
100	-92
