1	-88
2	-88
3	-88
4	-88
5	-88
6	-88
7	-87
8	-88
9	-90
10	-89
11	-88
12	-88
13	-89
14	-89
15	-89
16	-89
17	-87
18	-86
19	-87
20	-87
21	-88
22	-87
23	-87
24	-88
25	-90
26	-90
27	-89
28	-89
29	-89
30	-89
31	-88
32	-89
33	-89
34	-89
35	-90
36	-89
37	-89
38	-89
39	-89
40	-89
41	-87
42	-88
43	-87
44	-87
45	-87
46	-88
47	-88
48	-88
49	-90
50	-90
51	-89
52	-90
53	-90
54	-90
55	-91
56	-90
57	-88
58	-88
59	-88
60	-88
61	-88
62	-87
63	-87
64	-87
65	-86
66	-87
67	-87
68	-88
69	-87
70	-86
71	-86
72	-87
73	-88
74	-89
75	-88
76	-90
77	-88
78	-87
79	-88
80	-90
81	-88
82	-88
83	-88
84	-88
85	-88
86	-87
87	-87
88	-88
89	-89
90	-89
91	-89
92	-90
93	-90
94	-89
95	-89
96	-89
97	-89
98	-90
99	-89
100	-89
