1	-80
2	-79
3	-80
4	-79
5	-81
6	-81
7	-80
8	-81
9	-82
10	-81
11	-82
12	-82
13	-81
14	-81
15	-81
16	-81
17	-79
18	-79
19	-79
20	-80
21	-79
22	-80
23	-80
24	-80
25	-80
26	-81
27	-81
28	-81
29	-81
30	-81
31	-81
32	-81
33	-81
34	-81
35	-80
36	-81
37	-82
38	-81
39	-81
40	-81
41	-80
42	-80
43	-80
44	-80
45	-80
46	-80
47	-80
48	-80
49	-82
50	-82
51	-81
52	-81
53	-81
54	-81
55	-81
56	-81
57	-80
58	-80
59	-80
60	-80
61	-80
62	-80
63	-79
64	-79
65	-79
66	-80
67	-79
68	-80
69	-79
70	-79
71	-79
72	-79
73	-81
74	-82
75	-81
76	-80
77	-81
78	-81
79	-81
80	-81
81	-80
82	-80
83	-79
84	-80
85	-80
86	-80
87	-80
88	-80
89	-82
90	-81
91	-81
92	-80
93	-82
94	-81
95	-81
96	-81
97	-81
98	-81
99	-81
100	-81
