1	-89
2	-88
3	-88
4	-89
5	-88
6	-89
7	-89
8	-89
9	-91
10	-91
11	-91
12	-91
13	-91
14	-91
15	-91
16	-89
17	-89
18	-88
19	-88
20	-88
21	-89
22	-88
23	-88
24	-88
25	-90
26	-90
27	-90
28	-90
29	-89
30	-90
31	-90
32	-90
33	-90
34	-91
35	-90
36	-90
37	-90
38	-89
39	-90
40	-91
41	-88
42	-89
43	-88
44	-89
45	-88
46	-88
47	-88
48	-87
49	-90
50	-90
51	-90
52	-90
53	-91
54	-91
55	-89
56	-89
57	-88
58	-89
59	-88
60	-88
61	-88
62	-88
63	-89
64	-87
65	-88
66	-88
67	-88
68	-89
69	-88
70	-88
71	-88
72	-88
73	-90
74	-90
75	-90
76	-89
77	-91
78	-90
79	-90
80	-91
81	-88
82	-88
83	-88
84	-89
85	-89
86	-89
87	-88
88	-88
89	-90
90	-90
91	-90
92	-90
93	-89
94	-89
95	-90
96	-90
97	-90
98	-91
99	-90
100	-90
